City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,meulaboh,4.1363,96.1285,77.7,86,100,2.04,ID,1669663502
277,nantucket,41.2835,-70.0995,55.51,69,20,13.8,US,1669663433
278,ca mau,9.1769,105.15,75.2,94,20,3.2,VN,1669663649
279,naze,28.3667,129.4833,72.52,90,100,11.68,JP,1669663506
280,xining,36.6167,101.7667,20.77,58,57,3.65,CN,1669663649
281,sao miguel do iguacu,-25.3481,-54.2378,88.68,68,100,2.21,BR,1669663649
282,leordeni,44.7833,25.1167,38.68,73,100,6.49,RO,1669663649
283,thinadhoo,0.5333,72.9333,80.78,76,18,8.3,MV,1669663515
284,ostersund,63.1792,14.6357,33.62,100,100,42.01,SE,1669663650
285,san quintin,30.4833,-115.95,63.16,68,7,9.31,MX,1669663551
286,madera,37.1666,-119.8343,63.52,46,26,1.99,US,1669663650
287,russell,32.3502,-85.1999,70.88,46,0,13.8,US,1669663650
288,dabat,12.9842,37.765,58.15,57,100,5.37,ET,1669663650
289,bajil,15.0584,43.2851,80.44,63,8,4.79,YE,1669663650
290,erdenet,49.0333,104.0833,-16.74,88,100,4.23,MN,1669663650
291,mehamn,71.0357,27.8492,30.11,86,0,14.97,NO,1669663650
292,portland,45.5234,-122.6762,45.34,89,75,8.01,US,1669663490
293,salalah,17.0151,54.0924,75.29,78,0,2.3,OM,1669663538
294,kyren,51.6828,102.1408,-7.49,88,99,2.19,RU,1669663651
295,kruisfontein,-34.0033,24.7314,67.89,80,30,18.5,ZA,1669663516
296,kloulklubed,7.0419,134.2556,79.3,79,48,16.89,PW,1669663560
297,prince george,53.9166,-122.753,15.26,67,0,10.36,CA,1669663651
298,lata,40.1629,-8.3327,56.8,92,12,2.46,PT,1669663501
299,zasheyek,67.4066,32.5499,20.95,91,100,2.62,RU,1669663651
300,baykit,61.67,96.37,-6.75,97,100,4.41,RU,1669663651
301,bradford,53.7939,-1.7521,44.24,95,100,5.75,GB,1669663613
302,guerrero negro,27.9769,-114.0611,68.16,56,14,10.38,MX,1669663521
303,vostok,46.4856,135.8833,22.03,97,100,2.55,RU,1669663535
304,ballymena,54.8636,-6.2763,42.03,93,46,1.9,GB,1669663651
305,kendari,-3.945,122.4989,76.28,93,100,3.04,ID,1669663651
306,piacabucu,-10.4056,-36.4344,82.51,70,48,16.6,BR,1669663651
307,correntina,-13.3433,-44.6367,73.18,92,100,4.14,BR,1669663652
308,ahipara,-35.1667,173.1667,58.24,76,100,5.79,NZ,1669663548
309,gresham,45.4982,-122.4315,44.83,89,40,5.75,US,1669663652
310,north myrtle beach,33.816,-78.68,71.11,56,0,8.05,US,1669663652
311,port hardy,50.6996,-127.4199,35.78,87,40,5.75,CA,1669663537
312,miles city,46.4083,-105.8406,27.57,54,0,14.97,US,1669663652
313,benguela,-12.5763,13.4055,77.86,79,100,0.67,AO,1669663652
314,esperance,-33.8667,121.9,53.44,84,0,10.02,AU,1669663517
315,anchorage,61.2181,-149.9003,8.65,82,0,4.61,US,1669663652
316,lagoa,39.05,-27.9833,66.61,82,64,28.95,PT,1669663510
317,comodoro rivadavia,-45.8667,-67.5,78.66,41,20,11.5,AR,1669663653
318,longyearbyen,78.2186,15.6401,39.04,75,75,8.05,SJ,1669663510
319,puerto leguizamo,-0.1934,-74.7819,81.01,71,100,1.57,CO,1669663653
320,ustka,54.5805,16.8619,32.65,91,8,14.67,PL,1669663613
321,kahului,20.8947,-156.47,76.84,86,100,10.36,US,1669663562
322,bonthe,7.5264,-12.505,79.41,76,100,8.1,SL,1669663653
323,shenjiamen,29.9576,122.298,65.44,94,100,13.85,CN,1669663563
324,quang ngai,15.1167,108.8,74.93,94,36,4.43,VN,1669663653
325,saint-pierre,-21.3393,55.4781,74.88,64,0,6.91,RE,1669663276
326,milkovo,54.7167,158.6167,23.45,77,100,9.57,RU,1669663533
327,khash,28.2211,61.2158,55.27,26,0,5.66,IR,1669663654
328,tha chang,9.2642,99.1922,79.23,86,88,3.58,TH,1669663654
329,san jeronimo,-11.9472,-75.2829,61.38,50,97,4.52,PE,1669663654
330,namie,37.4833,141.0,61.99,72,100,1.01,JP,1669663654
331,pechenga,69.5259,31.1703,30.97,91,100,15.48,RU,1669663654
332,bulolo,-7.2,146.65,69.12,97,100,1.39,PG,1669663654
333,el alto,-4.2714,-81.2147,80.26,71,39,17.65,PE,1669663654
334,fairbanks,64.8378,-147.7164,-5.84,80,20,6.91,US,1669663539
335,iranshahr,27.2025,60.6848,64.74,19,0,4.61,IR,1669663654
336,ranong,9.9658,98.6348,76.39,89,100,2.98,TH,1669663527
337,ayan,56.45,138.1667,-5.37,92,11,17.38,RU,1669663654
338,mayumba,-3.432,10.6554,76.71,84,99,2.42,GA,1669663654
339,karlskoga,59.3267,14.5239,38.52,95,100,7.38,SE,1669663654
340,necochea,-38.5473,-58.7368,86.59,42,92,12.26,AR,1669663556
341,kiamba,5.9894,124.6242,77.68,86,95,2.84,PH,1669663655
342,kaura namoda,12.5898,6.5779,75.63,20,79,8.14,NG,1669663655
343,opuwo,-18.0607,13.84,73.65,31,100,12.3,NA,1669663655
344,kropotkin,45.4375,40.5756,39.67,69,27,16.67,RU,1669663655
345,adrar,20.5022,-10.0711,70.39,19,0,12.35,MR,1669663539
346,iquique,-20.2208,-70.1431,69.84,66,3,7.43,CL,1669663554
347,lavrentiya,65.5833,-171.0,13.71,96,35,3.18,RU,1669663506
348,sur,22.5667,59.5289,76.55,62,100,3.4,OM,1669663656
349,nyuksenitsa,60.4128,44.2397,12.74,97,100,3.47,RU,1669663656
350,bansi,27.1833,82.9333,63.84,52,0,2.28,IN,1669663656
351,ternate,0.8,127.4,81.0,81,43,6.93,ID,1669663513
352,taoudenni,22.6783,-3.9836,71.31,17,100,13.56,ML,1669663545
353,havre-saint-pierre,50.2334,-63.5986,32.36,74,100,11.5,CA,1669663561
354,gravdal,68.1214,13.5031,40.89,70,20,5.75,NO,1669663537
355,wschowa,51.807,16.3166,38.91,81,75,11.16,PL,1669663656
356,yabelo,4.8833,38.0833,62.24,66,35,15.28,ET,1669663656
357,san carlos del zulia,9.0,-71.9135,81.77,78,100,2.24,VE,1669663656
358,kachug,53.9606,105.8817,-5.75,89,100,9.06,RU,1669663531
359,rize,40.9044,40.8949,33.91,62,16,7.87,TR,1669663656
360,puerto madryn,-42.7692,-65.0385,77.63,56,70,24.36,AR,1669663273
361,kemijarvi,66.7131,27.4306,26.19,94,100,5.37,FI,1669663657
362,abu kamal,34.4506,40.9171,60.8,44,51,6.85,SY,1669663552
363,dombarovskiy,50.7587,59.5386,13.98,83,100,10.36,RU,1669663657
364,cleethorpes,53.5605,-0.0323,43.12,100,100,3.44,GB,1669663610
365,devils lake,48.1128,-98.8651,26.58,71,0,21.85,US,1669663657
366,ribeira grande,38.5167,-28.7,68.4,88,75,23.02,PT,1669663537
367,almaznyy,48.0448,40.045,28.83,54,14,13.62,RU,1669663557
368,geraldton,-28.7667,114.6,75.49,44,0,12.84,AU,1669663502
369,gradsko,41.5775,21.9428,39.51,83,27,0.63,MK,1669663657
370,kiunga,-6.1219,141.2906,71.44,100,100,4.68,PG,1669663657
371,mount gambier,-37.8333,140.7667,47.84,96,42,4.27,AU,1669663657
372,fukuma,33.7667,130.4667,66.2,94,100,9.06,JP,1669663658
373,chulman,56.8479,124.9104,-22.61,98,100,4.18,RU,1669663658
374,kidal,18.4411,1.4078,76.89,18,100,9.1,ML,1669663658
375,xuanhua,40.6103,115.0447,13.15,34,1,20.49,CN,1669663658
376,kachiry,53.0675,76.1036,-10.52,90,18,4.59,KZ,1669663561
377,coquimbo,-29.9533,-71.3436,64.13,72,75,10.36,CL,1669663383
378,octeville,49.6261,-1.6435,50.49,76,75,11.5,FR,1669663658
379,eureka,40.8021,-124.1637,52.93,85,98,3.0,US,1669663658
380,kamenice nad lipou,49.303,15.0752,36.05,93,100,13.09,CZ,1669663658
381,trairi,-3.2778,-39.2689,84.04,59,100,11.05,BR,1669663517
382,limbang,4.75,115.0,78.91,98,40,1.92,MY,1669663659
383,miri,4.4148,114.0089,77.14,94,40,0.0,MY,1669663659
384,kisangani,0.5167,25.2,66.88,91,100,3.0,CD,1669663659
385,itaituba,-4.2761,-55.9836,86.16,74,40,5.75,BR,1669663659
386,eirunepe,-6.6603,-69.8736,86.79,60,87,2.71,BR,1669663659
387,dunedin,-45.8742,170.5036,54.81,88,100,1.99,NZ,1669663310
388,esil,51.9556,66.4042,6.46,74,100,11.48,KZ,1669663659
389,kajaani,64.2273,27.7285,26.65,93,75,5.75,FI,1669663555
390,fukue,32.6881,128.8419,70.48,90,100,22.17,JP,1669663660
391,mana,5.6592,-53.7767,78.66,87,100,7.11,GF,1669663660
392,oxapampa,-10.5775,-75.4017,70.11,75,89,2.42,PE,1669663660
393,privolzhskiy,51.4,46.0333,21.31,47,3,12.82,RU,1669663660
394,xai-xai,-25.0519,33.6442,73.56,67,100,15.7,MZ,1669663660
395,chimbote,-9.0853,-78.5783,71.4,73,49,9.69,PE,1669663660
396,dali,25.7,100.1833,46.36,84,0,4.85,CN,1669663660
397,big spring,32.2504,-101.4787,70.23,22,0,23.02,US,1669663660
398,cabra,37.4725,-4.4421,50.04,57,10,1.12,ES,1669663660
399,iracoubo,5.4802,-53.2011,80.55,76,94,7.72,GF,1669663660
400,namibe,-15.1961,12.1522,70.54,85,98,8.3,AO,1669663512
401,nouadhibou,20.931,-17.0347,76.98,41,0,10.36,MR,1669663532
402,valley city,46.9233,-98.0032,32.52,74,75,19.57,US,1669663661
403,aklavik,68.2191,-135.0107,-22.52,92,78,4.34,CA,1669663544
404,tignere,7.3667,12.65,69.3,33,1,3.6,CM,1669663661
405,tobermory,45.2501,-81.6665,32.11,66,100,5.68,CA,1669663661
406,faya,18.3851,42.4509,59.11,67,7,2.44,SA,1669663569
407,bandarbeyla,9.4942,50.8122,78.17,70,98,18.75,SO,1669663661
408,kenai,60.5544,-151.2583,14.14,90,0,4.61,US,1669663661
409,sakakah,29.9697,40.2064,63.97,58,100,9.31,SA,1669663470
410,innisfail,-17.5333,146.0333,75.4,85,100,2.37,AU,1669663661
411,ban nahin,18.2418,104.2122,74.62,88,83,2.35,LA,1669663662
412,kabinda,-6.1333,24.4833,67.23,92,100,0.31,CD,1669663662
413,mao,39.8885,4.2658,54.16,87,75,21.85,ES,1669663662
414,port lincoln,-34.7333,135.8667,57.92,68,96,8.3,AU,1669663550
415,pilar do sul,-23.8131,-47.7164,73.9,67,79,10.71,BR,1669663452
416,ayr,55.4627,-4.6339,38.32,100,40,0.0,GB,1669663662
417,lukulu,-14.3707,23.242,67.15,87,48,4.97,ZM,1669663662
418,westerland,54.9079,8.3033,40.01,100,100,13.8,DE,1669663412
419,mayo,38.8876,-76.5119,54.48,56,75,10.36,US,1669663663
420,jurm,36.8648,70.8342,44.74,57,100,0.65,AF,1669663663
421,joshimath,30.5667,79.5667,49.57,19,0,8.03,IN,1669663663
422,aguas formosas,-17.0822,-40.9358,80.06,79,94,3.49,BR,1669663663
423,sobolevo,54.4299,31.8996,29.41,97,100,9.78,RU,1669663559
424,phalombe,-15.8064,35.6507,70.36,87,100,7.45,MW,1669663663
425,prado,-17.3411,-39.2208,75.92,90,100,9.95,BR,1669663663
426,birao,10.2849,22.7882,77.81,26,80,4.34,CF,1669663663
427,kiama,-34.6833,150.8667,61.0,78,0,1.99,AU,1669663664
428,bereda,43.2686,-7.5406,47.57,99,38,2.57,ES,1669663664
429,komsomolskiy,40.4272,71.7189,47.12,66,40,11.5,UZ,1669663664
430,plouzane,48.3833,-4.6167,50.05,90,40,8.05,FR,1669663664
431,nuevo casas grandes,30.4167,-107.9167,65.75,16,97,18.01,MX,1669663664
432,san andres,12.5847,-81.7006,86.02,70,20,13.8,CO,1669663664
433,mercedes,-34.6515,-59.4307,95.04,17,7,12.57,AR,1669663664
434,itoman,26.1247,127.6694,75.22,88,75,10.36,JP,1669663455
435,ballater,57.0493,-3.0402,36.3,88,6,2.73,GB,1669663664
436,canutama,-6.5339,-64.3831,89.17,54,96,1.48,BR,1669663664
437,dawlatabad,36.4141,64.9053,52.5,61,31,3.11,AF,1669663664
438,les cayes,18.2,-73.75,83.5,65,77,5.26,HT,1669663665
439,san bartolome de tirajana,27.9248,-15.5733,61.27,80,20,21.85,ES,1669663665
440,teramo,42.65,13.6833,48.13,74,100,1.74,IT,1669663617
441,hastings,50.8552,0.5729,47.52,92,100,3.96,GB,1669663665
442,bilma,18.6853,12.9164,66.81,22,100,9.06,NE,1669663665
443,shahr-e kord,32.3256,50.8644,37.17,52,0,4.61,IR,1669663665
444,oktyabrskoye,43.0645,44.7417,35.74,100,100,8.95,RU,1669663665
445,srednekolymsk,67.45,153.6833,-15.45,99,100,7.14,RU,1669663554
446,richards bay,-28.783,32.0377,67.35,75,95,3.4,ZA,1669663508
447,sira,13.7453,76.9092,75.65,67,92,1.74,IN,1669663665
448,sheboygan,43.7333,-87.9334,43.48,69,75,12.66,US,1669663665
449,madaoua,14.073,5.96,76.35,16,100,8.39,NE,1669663665
450,wajir,1.7471,40.0573,83.82,56,100,8.28,KE,1669663666
451,broken hill,-31.95,141.4333,54.93,62,0,14.56,AU,1669663553
452,kirensk,57.7853,108.1119,-9.24,95,100,8.59,RU,1669663666
453,penzance,50.1186,-5.5371,48.88,77,5,18.5,GB,1669663666
454,klaksvik,62.2266,-6.589,47.32,87,2,12.1,FO,1669663339
455,tigil,57.8,158.6667,24.28,98,100,3.04,RU,1669663666
456,beisfjord,68.3751,17.5988,33.85,86,97,8.66,NO,1669663666
457,paamiut,61.994,-49.6678,34.23,82,100,11.21,GL,1669663517
458,trelew,-43.249,-65.3051,89.87,25,40,20.71,AR,1669663611
459,skibbereen,51.55,-9.2667,50.11,87,81,5.21,IE,1669663538
460,manta,-0.95,-80.7333,80.38,65,75,9.22,EC,1669663666
461,sao felix do xingu,-6.6447,-51.995,78.39,91,100,3.06,BR,1669663666
462,penne,42.4538,13.9299,46.78,78,100,1.74,IT,1669663429
463,yamethin,20.4333,96.15,72.5,86,8,3.15,MM,1669663668
464,biak,-0.9131,122.8766,76.15,80,19,2.84,ID,1669663516
465,yugorsk,61.3133,63.3319,2.79,90,100,3.83,RU,1669663668
466,tautira,-17.7333,-149.15,76.98,79,6,12.08,PF,1669663668
467,lasa,46.6166,10.7002,38.35,97,100,1.83,IT,1669663541
468,abu samrah,35.3029,37.1841,56.46,67,100,13.85,SY,1669663560
469,hollins,37.3413,-79.9431,55.47,61,75,13.8,US,1669663668
470,cubuk,40.2386,33.0322,39.76,87,75,3.44,TR,1669663669
471,mezen,65.8522,44.24,19.85,95,93,7.07,RU,1669663669
472,deputatskiy,69.3,139.9,-37.16,99,29,4.16,RU,1669663528
473,gouyave,12.1646,-61.7296,81.37,74,75,18.41,GD,1669663669
474,hamilton,39.1834,-84.5333,46.89,85,100,4.61,US,1669663570
475,luang prabang,19.8856,102.1347,69.84,99,27,1.03,LA,1669663669
476,kamenka,51.3223,42.7678,24.46,57,19,9.26,RU,1669663669
477,zaraza,9.3503,-65.3245,78.94,87,98,4.14,VE,1669663669
478,saint-denis,48.9167,2.3333,47.17,91,75,6.91,FR,1669663517
479,yar-sale,66.8333,70.8333,11.39,94,100,6.26,RU,1669663555
480,sokoni,-6.4333,39.55,78.66,79,22,11.5,TZ,1669663669
481,venado tuerto,-33.7456,-61.9688,94.77,16,93,12.39,AR,1669663669
482,mulchen,-37.7167,-72.2333,84.06,14,5,6.33,CL,1669663669
483,hervey bay,-25.2986,152.8535,73.33,85,100,11.54,AU,1669663670
484,tiznit,29.5833,-9.5,63.09,50,0,1.12,MA,1669663670
485,te anau,-45.4167,167.7167,50.94,93,98,2.01,NZ,1669663518
486,rio gallegos,-51.6226,-69.2181,64.45,59,100,5.75,AR,1669663670
487,salinopolis,-0.6136,-47.3561,84.47,63,87,9.98,BR,1669663503
488,bardiyah,31.7561,25.0865,63.68,50,10,2.66,LY,1669663670
489,griffith,41.5284,-87.4237,46.26,64,100,12.66,US,1669663541
490,igrim,63.1906,64.4162,4.98,93,100,4.61,RU,1669663670
491,sao jose da coroa grande,-8.8978,-35.1478,81.59,68,19,14.05,BR,1669663670
492,pottsville,40.6857,-76.1955,48.63,74,100,3.0,US,1669663670
493,okhotsk,59.3833,143.3,-2.33,83,99,17.31,RU,1669663564
494,alugan,12.2188,125.4808,80.53,84,63,11.27,PH,1669663670
495,yongzhou,26.4559,111.5988,56.46,87,100,14.83,CN,1669663671
496,ixtapa,20.7,-105.2,78.03,57,0,6.91,MX,1669663570
497,orcopampa,-15.2661,-72.3417,59.63,42,90,10.87,PE,1669663671
498,niamtougou,9.7681,1.1053,78.73,27,81,2.51,TG,1669663671
499,harwich,51.9419,1.2844,49.24,86,97,4.0,GB,1669663671
500,tukrah,32.5341,20.5791,63.28,74,2,8.08,LY,1669663672
501,yarkovo,57.4028,67.0786,-3.24,89,23,5.41,RU,1669663672
502,cassilandia,-19.1133,-51.7342,89.44,28,54,9.4,BR,1669663672
503,bukama,-9.2,25.85,68.81,92,90,1.43,CD,1669663672
504,debno,52.739,14.698,39.34,84,99,9.48,PL,1669663672
505,qingquan,30.4511,115.2559,52.95,91,100,10.27,CN,1669663672
506,tekeli,44.83,78.8239,8.19,49,8,10.65,KZ,1669663672
507,port-cartier,50.0334,-66.8654,30.74,73,100,14.07,CA,1669663673
508,venustiano carranza,19.43,-99.0992,75.09,35,40,4.61,MX,1669663673
509,santa maria,-29.6842,-53.8069,85.3,39,20,18.41,BR,1669663529
510,bratsk,56.1325,101.6142,-8.66,94,100,17.6,RU,1669663673
511,tilichiki,60.4667,166.1,32.83,95,100,21.14,RU,1669663673
512,sycow,51.3081,17.7198,37.83,84,7,10.92,PL,1669663673
513,santa rosa,14.3122,121.1114,80.58,91,20,8.57,PH,1669663553
514,neuquen,-38.9516,-68.0591,93.09,33,20,4.61,AR,1669663561
515,sao francisco,-15.9486,-44.8644,82.09,69,98,2.06,BR,1669663673
516,oktyabrskiy,54.4815,53.471,-1.88,100,92,3.13,RU,1669663674
517,banjar,-8.19,114.9675,77.49,88,99,2.82,ID,1669663674
518,northam,51.0333,-4.2167,48.38,79,25,12.37,GB,1669663552
519,daru,-9.0763,143.2092,77.94,88,100,6.55,PG,1669663674
520,brae,60.3964,-1.353,47.34,87,7,10.58,GB,1669663674
521,fredericksburg,38.3032,-77.4605,58.44,55,40,11.99,US,1669663674
522,ust-koksa,50.2696,85.6108,-15.92,85,24,1.1,RU,1669663674
523,new iberia,30.0035,-91.8187,74.97,40,0,4.61,US,1669663675
524,punta de bombon,-17.1717,-71.7931,69.94,74,94,10.25,PE,1669663675
525,sao luis de montes belos,-16.525,-50.3722,88.36,37,44,8.19,BR,1669663675
526,hirara,24.8,125.2833,78.51,79,0,11.86,JP,1669663675
527,olga,43.7444,135.2892,31.21,93,100,11.97,RU,1669663675
528,gaoua,10.2992,-3.2508,83.61,22,100,4.07,BF,1669663675
529,natchitoches,31.7668,-93.1335,72.45,46,0,4.61,US,1669663675
530,itarema,-2.9248,-39.9167,84.2,60,90,14.43,BR,1669663675
531,ola,59.5833,151.2833,12.16,78,100,14.81,RU,1669663549
532,abay,49.6311,72.8539,-9.02,74,0,10.4,KZ,1669663552
533,moerai,-22.4333,-151.3333,74.57,81,84,17.25,PF,1669663675
534,kawalu,-7.3817,108.2082,71.01,97,100,1.16,ID,1669663676
535,garden city,42.3256,-83.331,43.9,62,100,5.75,US,1669663676
536,hambantota,6.1241,81.1185,77.4,83,100,8.03,LK,1669663677
537,rafraf,37.1904,10.1837,55.71,66,7,13.51,TN,1669663677
538,grenchen,47.1921,7.3959,46.54,95,100,4.61,CH,1669663677
539,shahrud,36.4182,54.9763,44.06,72,45,5.55,IR,1669663677
540,zheleznodorozhnyy,55.7503,38.0042,24.35,97,84,4.9,RU,1669663678
541,sioux lookout,50.1001,-91.917,30.27,74,100,11.5,CA,1669663678
542,muros,42.7762,-9.0603,53.1,92,100,7.99,ES,1669663436
543,marienburg,54.0359,19.0266,37.89,93,26,7.94,PL,1669663678
544,porto belo,-27.1578,-48.5531,71.55,94,100,16.91,BR,1669663575
545,ahuimanu,21.4447,-157.8378,74.91,89,75,4.61,US,1669663679
546,gejiu,23.306,103.1635,51.17,90,0,2.15,CN,1669663679
547,abu dhabi,24.4667,54.3667,80.62,74,0,3.44,AE,1669663389
548,havelock,34.8791,-76.9013,68.95,58,61,8.01,US,1669663679
549,visby,57.6409,18.296,38.05,93,100,9.22,SE,1669663679
550,morris,40.8334,-74.5329,49.82,68,75,11.5,US,1669663679
551,flinders,-34.5833,150.8552,58.17,77,0,3.0,AU,1669663547
